Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,Sprite
Nidorino,Poison,Poison Pin Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",61,232,326,72,134,267,57,107,234,55,103,229,55,103,229,65,121,251,Nidorino.png
Nihilego,"Rock, Poison",Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",109,328,422,53,99,225,47,89,212,127,233,388,131,240,397,103,189,335,Nihilego.png
Nincada,"Bug, Ground",Trainee Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"1. Compound Eyes, Run Away (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",31,172,266,45,85,207,90,166,306,30,58,174,30,58,174,40,76,196,Nincada.png
Ninetales,Fire,Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Flash Fire, Drought (hidden ability)","1 Sp. Def, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,76,141,276,75,139,273,81,150,287,100,184,328,100,184,328,Ninetales.png
Alolan Ninetales,"Ice, Fairy",Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Snow Cloak, Snow Warning (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,67,125,256,75,139,273,81,150,287,100,184,328,109,200,348,Alolan Ninetales.png
Ninjask,"Bug, Flying",Ninja Pokémon,0.8 m (2′07″),12.0 kg (26.5 lbs),"1. Speed Boost, Infiltrator (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),160,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",61,232,326,90,166,306,45,85,207,50,94,218,50,94,218,160,292,460,Ninjask.png
Noctowl,"Normal, Flying",Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),"1. Insomnia, 2. Keen Eye, Tinted Lens (hidden ability)",2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",100,310,404,50,94,218,50,94,218,86,159,298,96,177,320,70,130,262,Noctowl.png
Noibat,"Flying, Dragon",Sound Wave Pokémon,0.5 m (1′08″),8.0 kg (17.6 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,45,85,207,40,76,196,55,103,229,Noibat.png
Noivern,"Flying, Dragon",Sound Wave Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,70,130,262,80,148,284,97,179,322,80,148,284,123,225,379,Noivern.png
Nosepass,Rock,Compass Pokémon,1.0 m (3′03″),97.0 kg (213.8 lbs),"1. Sturdy, 2. Magnet Pull, Sand Force (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),75,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,45,85,207,135,247,405,45,85,207,90,166,306,30,58,174,Nosepass.png
Numel,"Fire, Ground",Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),"1. Oblivious, 2. Simple, Own Tempo (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,40,76,196,65,121,251,45,85,207,35,67,185,Numel.png
Nuzleaf,"Grass, Dark",Wily Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,70,130,262,40,76,196,60,112,240,40,76,196,60,112,240,Nuzleaf.png
Nymble,Bug,Grasshopper Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"1. Swarm, Tinted Lens (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",20 (lower than normal),42,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",33,176,270,46,87,210,40,76,196,21,42,155,25,49,163,45,85,207,Nymble.png
Obstagoon,"Dark, Normal",Blocking Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"1. Reckless, 2. Guts, Defiant (hidden ability)",3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),260,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",93,296,390,90,166,306,101,186,331,60,112,240,81,150,287,95,175,317,Obstagoon.png
Octillery,Water,Jet Pokémon,0.9 m (2′11″),28.5 kg (62.8 lbs),"1. Suction Cups, 2. Sniper, Moody (hidden ability)","1 Attack, 1 Sp. Atk","75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Water 1, Water 2","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,105,193,339,75,139,273,105,193,339,75,139,273,45,85,207,Octillery.png
Oddish,"Grass, Poison",Weed Pokémon,0.5 m (1′08″),5.4 kg (11.9 lbs),"1. Chlorophyll, Run Away (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),64,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,50,94,218,55,103,229,75,139,273,65,121,251,30,58,174,Oddish.png
Ogerpon Teal Mask,Grass,Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Defiant,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,Ogerpon (Teal Mask).png
Ogerpon Wellspring Mask,"Grass, Water",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Water Absorb,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,Ogerpon (Wellspring Mask).png
Ogerpon Hearthflame Mask,"Grass, Fire",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Mold Breaker,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,Ogerpon (Hearthflame Mask).png
Ogerpon Cornerstone Mask,"Grass, Rock",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Sturdy,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,Ogerpon (Cornerstone Mask).png
Oinkologne Male,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Lingering Aroma, 2. Gluttony, Thick Fat (hidden ability)",2 HP,"100 (13.1% with PokéBall, full HP)",50 (normal),171,Medium Fast,Field,"100% male, 0% female","15 (3,599–3,855 steps)",110,330,424,100,184,328,75,139,273,59,110,238,80,148,284,65,121,251,Oinkologne (Male).png
Oinkologne Female,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Aroma Veil, 2. Gluttony, Thick Fat (hidden ability)",2 HP,"100 (13.1% with PokéBall, full HP)",50 (normal),171,Medium Fast,Field,"0% male, 100% female","15 (3,599–3,855 steps)",115,340,434,90,166,306,70,130,262,59,110,238,90,166,306,65,121,251,Oinkologne (Female).png
Okidogi,"Poison, Fighting",Retainer Pokémon,1.8 m (5′11″),92.0 kg (202.8 lbs),"1. Toxic Chain, Guard Dog (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,"100% male, 0% female",—,88,286,380,128,234,390,115,211,361,58,108,236,86,159,298,80,148,284,Okidogi.png
Omanyte,"Rock, Water",Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Swift Swim, 2. Shell Armor, Weak Armor (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",35,180,274,40,76,196,100,184,328,90,166,306,55,103,229,35,67,185,Omanyte.png
Omastar,"Rock, Water",Spiral Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"1. Swift Swim, 2. Shell Armor, Weak Armor (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",70,250,344,60,112,240,125,229,383,115,211,361,70,130,262,55,103,229,Omastar.png
Onix,"Rock, Ground",Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),"1. Rock Head, 2. Sturdy, Weak Armor (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),77,Medium Fast,Mineral,"50% male, 50% female","25 (6,169–6,425 steps)",35,180,274,45,85,207,160,292,460,30,58,174,45,85,207,70,130,262,Onix.png
Oranguru,"Normal, Psychic",Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),"1. Inner Focus, 2. Telepathy, Symbiosis (hidden ability)",2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,80,148,284,90,166,306,110,202,350,60,112,240,Oranguru.png
Orbeetle,"Bug, Psychic",Seven Spot Pokémon,0.4 m (1′04″),40.8 kg (89.9 lbs),"1. Swarm, 2. Frisk, Telepathy (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),253,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,45,85,207,110,202,350,80,148,284,120,220,372,90,166,306,Orbeetle.png
Oricorio Baile Style,"Fire, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)",75,260,354,70,130,262,70,130,262,98,180,324,70,130,262,93,171,313,Oricorio (Baile Style).png
Oricorio Pom-Pom Style,"Electric, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)",75,260,354,70,130,262,70,130,262,98,180,324,70,130,262,93,171,313,Oricorio (Pom-Pom Style).png
Oricorio Pa'u Style,"Psychic, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)",75,260,354,70,130,262,70,130,262,98,180,324,70,130,262,93,171,313,Oricorio (Pa_u Style).png
Oricorio Sensu Style,"Ghost, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Flying,"25% male, 75% female","20 (4,884–5,140 steps)",75,260,354,70,130,262,70,130,262,98,180,324,70,130,262,93,171,313,Oricorio (Sensu Style).png
Orthworm,Steel,Earthworm Pokémon,2.5 m (8′02″),310.0 kg (683.4 lbs),"1. Earth Eater, Sand Veil (hidden ability)",2 Defense,"25 (3.3% with PokéBall, full HP)",50 (normal),240,Slow,Field,"50% male, 50% female","35 (8,739–8,995 steps)",70,250,344,85,157,295,145,265,427,60,112,240,55,103,229,65,121,251,Orthworm.png
Oshawott,Water,Sea Otter Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),"1. Torrent, Shell Armor (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",55,220,314,55,103,229,45,85,207,63,117,247,45,85,207,45,85,207,Oshawott.png
Overqwil,"Dark, Poison",Pin Cluster Pokémon,2.5 m (8′02″),60.5 kg (133.4 lbs),"1. Poison Point, 2. Swift Swim, Intimidate (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,115,211,361,95,175,317,65,121,251,65,121,251,85,157,295,Overqwil.png
Pachirisu,Electric,EleSquirrel Pokémon,0.4 m (1′04″),3.9 kg (8.6 lbs),"1. Run Away, 2. Pickup, Volt Absorb (hidden ability)",1 Speed,"200 (26.1% with PokéBall, full HP)",100 (higher than normal),142,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",60,230,324,45,85,207,70,130,262,45,85,207,90,166,306,95,175,317,Pachirisu.png
Palafin Zero Form,Water,Dolphin Pokémon,1.3 m (4′03″),60.2 kg (132.7 lbs),1. Zero to Hero,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),160,Slow,"Field, Water 2","50% male, 50% female","40 (10,024–10,280 steps)",100,310,404,70,130,262,72,134,267,53,99,225,62,116,245,100,184,328,Palafin (Zero Form).png
Palafin Hero Form,Water,Hero Pokémon,1.8 m (5′11″),97.4 kg (214.7 lbs),1. Zero to Hero,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),228,Slow,"Field, Water 2","50% male, 50% female","40 (10,024–10,280 steps)",100,310,404,160,292,460,97,179,322,106,195,342,87,161,300,100,184,328,Palafin (Hero Form).png
Palkia,"Water, Dragon",Spatial Pokémon,4.2 m (13′09″),336.0 kg (740.8 lbs),"1. Pressure, Telepathy (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,120,220,372,100,184,328,150,274,438,120,220,372,100,184,328,Palkia.png
Palkia Origin Forme,"Water, Dragon",Spatial Pokémon,6.3 m (20′08″),660.0 kg (1455.0 lbs),"1. Pressure, Telepathy (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,100,184,328,100,184,328,150,274,438,120,220,372,120,220,372,Palkia (Origin Forme).png
Palossand,"Ghost, Ground",Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),"1. Water Compaction, Sand Veil (hidden ability)",2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,75,139,273,110,202,350,100,184,328,75,139,273,35,67,185,Palossand.png
Palpitoad,"Water, Ground",Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)",2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),134,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,65,121,251,55,103,229,65,121,251,55,103,229,69,128,260,Palpitoad.png
Pancham,Fighting,Playful Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)",1 Attack,"220 (28.8% with PokéBall, full HP)",50 (normal),70,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",67,244,338,82,152,289,62,116,245,46,87,210,48,90,214,43,81,203,Pancham.png
Pangoro,"Fighting, Dark",Daunting Pokémon,2.1 m (6′11″),136.0 kg (299.8 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)",2 Attack,"65 (8.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",95,300,394,124,227,381,78,144,280,69,128,260,71,132,265,58,108,236,Pangoro.png
Panpour,Water,Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),"1. Gluttony, Torrent (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,Panpour.png
Pansage,Grass,Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"1. Gluttony, Overgrow (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,Pansage.png
Pansear,Fire,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),"1. Gluttony, Blaze (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,Pansear.png
Paras,"Bug, Grass",Mushroom Pokémon,0.3 m (1′00″),5.4 kg (11.9 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,70,130,262,55,103,229,45,85,207,55,103,229,25,49,163,Paras.png
Parasect,"Bug, Grass",Mushroom Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)","2 Attack, 1 Defense","75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,"Bug, Grass","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,95,175,317,80,148,284,60,112,240,80,148,284,30,58,174,Parasect.png
Passimian,Fighting,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),"1. Receiver, Defiant (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,120,220,372,90,166,306,40,76,196,60,112,240,80,148,284,Passimian.png
Patrat,Normal,Scout Pokémon,0.5 m (1′08″),11.6 kg (25.6 lbs),"1. Run Away, 2. Keen Eye, Analytic (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),51,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,55,103,229,39,74,194,35,67,185,39,74,194,42,80,201,Patrat.png
Pawmi,Electric,Mouse Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Static, 2. Natural Cure, Iron Fist (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),48,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,50,94,218,20,40,152,40,76,196,25,49,163,60,112,240,Pawmi.png
Pawmo,"Electric, Fighting",Mouse Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)",2 Speed,"80 (10.5% with PokéBall, full HP)",50 (normal),123,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,75,139,273,40,76,196,50,94,218,40,76,196,85,157,295,Pawmo.png
Pawmot,"Electric, Fighting",Hands-On Pokémon,0.9 m (2′11″),41.0 kg (90.4 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),245,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,115,211,361,70,130,262,70,130,262,60,112,240,105,193,339,Pawmot.png
Pawniard,"Dark, Steel",Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),"1. Defiant, 2. Inner Focus, Pressure (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",35 (lower than normal),68,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,85,157,295,70,130,262,40,76,196,40,76,196,60,112,240,Pawniard.png
Pecharunt,"Poison, Ghost",Subjugation Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Poison Puppeteer,3 Defense,"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,Genderless,—,88,286,380,88,162,302,160,292,460,88,162,302,88,162,302,88,162,302,Pecharunt.png
Pelipper,"Water, Flying",Water Bird Pokémon,1.2 m (3′11″),28.0 kg (61.7 lbs),"1. Keen Eye, 2. Drizzle, Rain Dish (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Flying, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,100,184,328,95,175,317,70,130,262,65,121,251,Pelipper.png
Perrserker,Steel,Viking Pokémon,0.8 m (2′07″),28.0 kg (61.7 lbs),"1. Battle Armor, 2. Tough Claws, Steely Spirit (hidden ability)",2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,100,184,328,50,94,218,60,112,240,50,94,218,Perrserker.png
Persian,Normal,Classy Cat Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"1. Limber, 2. Technician, Unnerve (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,70,130,262,60,112,240,65,121,251,65,121,251,115,211,361,Persian.png
Alolan Persian,Dark,Classy Cat Pokémon,1.1 m (3′07″),33.0 kg (72.8 lbs),"1. Fur Coat, 2. Technician, Rattled (hidden ability)",2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,60,112,240,60,112,240,75,139,273,65,121,251,115,211,361,Alolan Persian.png
Petilil,Grass,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),"1. Chlorophyll, 2. Own Tempo, Leaf Guard (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",45,200,294,35,67,185,50,94,218,70,130,262,50,94,218,30,58,174,Petilil.png
Phanpy,Ground,Long Nose Pokémon,0.5 m (1′08″),33.5 kg (73.9 lbs),"1. Pickup, Sand Veil (hidden ability)",1 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),66,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,60,112,240,40,76,196,40,76,196,40,76,196,Phanpy.png
Phantump,"Ghost, Grass",Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),62,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)",43,196,290,70,130,262,48,90,214,50,94,218,60,112,240,38,72,192,Phantump.png
Pheromosa,"Bug, Fighting",Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),1. Beast Boost,3 Speed,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",71,252,346,137,251,410,37,71,190,137,251,410,37,71,190,151,276,441,Pheromosa.png
